total_messages_human;total_messages_agent;average_message_length_human;average_message_length_agent;world_nr;tick_nr
9;15;1.0;13.07;1;2520
9;15;1.0;13.07;1;2521
9;15;1.0;13.07;1;2522
9;15;1.0;13.07;1;2523
9;15;1.0;13.07;1;2524
9;15;1.0;13.07;1;2525
9;15;1.0;13.07;1;2526
9;15;1.0;13.07;1;2527
9;15;1.0;13.07;1;2528
9;15;1.0;13.07;1;2529
9;15;1.0;13.07;1;2530
9;15;1.0;13.07;1;2531
9;15;1.0;13.07;1;2532
9;15;1.0;13.07;1;2533
9;15;1.0;13.07;1;2534
9;15;1.0;13.07;1;2535
9;15;1.0;13.07;1;2536
9;15;1.0;13.07;1;2537
9;15;1.0;13.07;1;2538
9;15;1.0;13.07;1;2539
9;15;1.0;13.07;1;2540
9;15;1.0;13.07;1;2541
9;15;1.0;13.07;1;2542
9;15;1.0;13.07;1;2543
9;15;1.0;13.07;1;2544
9;15;1.0;13.07;1;2545
9;15;1.0;13.07;1;2546
9;15;1.0;13.07;1;2547
9;15;1.0;13.07;1;2548
9;15;1.0;13.07;1;2549
9;15;1.0;13.07;1;2550
9;15;1.0;13.07;1;2551
9;15;1.0;13.07;1;2552
9;15;1.0;13.07;1;2553
9;15;1.0;13.07;1;2554
9;15;1.0;13.07;1;2555
9;15;1.0;13.07;1;2556
9;15;1.0;13.07;1;2557
9;15;1.0;13.07;1;2558
9;15;1.0;13.07;1;2559
9;15;1.0;13.07;1;2560
9;15;1.0;13.07;1;2561
9;15;1.0;13.07;1;2562
9;15;1.0;13.07;1;2563
9;15;1.0;13.07;1;2564
9;15;1.0;13.07;1;2565
9;15;1.0;13.07;1;2566
9;15;1.0;13.07;1;2567
9;15;1.0;13.07;1;2568
9;15;1.0;13.07;1;2569
9;15;1.0;13.07;1;2570
9;15;1.0;13.07;1;2571
9;15;1.0;13.07;1;2572
9;15;1.0;13.07;1;2573
9;15;1.0;13.07;1;2574
9;15;1.0;13.07;1;2575
9;15;1.0;13.07;1;2576
9;15;1.0;13.07;1;2577
9;15;1.0;13.07;1;2578
9;15;1.0;13.07;1;2579
9;15;1.0;13.07;1;2580
9;15;1.0;13.07;1;2581
9;15;1.0;13.07;1;2582
9;15;1.0;13.07;1;2583
9;15;1.0;13.07;1;2584
9;15;1.0;13.07;1;2585
9;15;1.0;13.07;1;2586
9;15;1.0;13.07;1;2587
9;15;1.0;13.07;1;2588
9;15;1.0;13.07;1;2589
9;15;1.0;13.07;1;2590
9;15;1.0;13.07;1;2591
9;15;1.0;13.07;1;2592
9;15;1.0;13.07;1;2593
9;15;1.0;13.07;1;2594
9;15;1.0;13.07;1;2595
9;15;1.0;13.07;1;2596
9;15;1.0;13.07;1;2597
9;15;1.0;13.07;1;2598
9;15;1.0;13.07;1;2599
9;15;1.0;13.07;1;2600
9;15;1.0;13.07;1;2601
9;15;1.0;13.07;1;2602
9;15;1.0;13.07;1;2603
9;15;1.0;13.07;1;2604
9;15;1.0;13.07;1;2605
9;15;1.0;13.07;1;2606
9;15;1.0;13.07;1;2607
9;15;1.0;13.07;1;2608
9;15;1.0;13.07;1;2609
9;15;1.0;13.07;1;2610
9;15;1.0;13.07;1;2611
9;15;1.0;13.07;1;2612
9;15;1.0;13.07;1;2613
9;15;1.0;13.07;1;2614
9;15;1.0;13.07;1;2615
9;15;1.0;13.07;1;2616
9;15;1.0;13.07;1;2617
9;15;1.0;13.07;1;2618
9;15;1.0;13.07;1;2619
9;15;1.0;13.07;1;2620
9;15;1.0;13.07;1;2621
9;15;1.0;13.07;1;2622
9;15;1.0;13.07;1;2623
9;15;1.0;13.07;1;2624
9;15;1.0;13.07;1;2625
9;15;1.0;13.07;1;2626
9;15;1.0;13.07;1;2627
9;15;1.0;13.07;1;2628
9;15;1.0;13.07;1;2629
9;15;1.0;13.07;1;2630
9;15;1.0;13.07;1;2631
9;15;1.0;13.07;1;2632
9;15;1.0;13.07;1;2633
9;15;1.0;13.07;1;2634
9;15;1.0;13.07;1;2635
9;15;1.0;13.07;1;2636
9;15;1.0;13.07;1;2637
9;15;1.0;13.07;1;2638
9;15;1.0;13.07;1;2639
9;15;1.0;13.07;1;2640
9;15;1.0;13.07;1;2641
9;15;1.0;13.07;1;2642
9;15;1.0;13.07;1;2643
9;15;1.0;13.07;1;2644
9;15;1.0;13.07;1;2645
9;15;1.0;13.07;1;2646
9;15;1.0;13.07;1;2647
9;15;1.0;13.07;1;2648
9;15;1.0;13.07;1;2649
9;15;1.0;13.07;1;2650
9;15;1.0;13.07;1;2651
9;15;1.0;13.07;1;2652
9;15;1.0;13.07;1;2653
9;15;1.0;13.07;1;2654
9;15;1.0;13.07;1;2655
9;15;1.0;13.07;1;2656
9;15;1.0;13.07;1;2657
9;15;1.0;13.07;1;2658
9;15;1.0;13.07;1;2659
9;15;1.0;13.07;1;2660
9;15;1.0;13.07;1;2661
9;15;1.0;13.07;1;2662
9;15;1.0;13.07;1;2663
9;15;1.0;13.07;1;2664
9;15;1.0;13.07;1;2665
9;15;1.0;13.07;1;2666
9;15;1.0;13.07;1;2667
9;15;1.0;13.07;1;2668
9;15;1.0;13.07;1;2669
9;15;1.0;13.07;1;2670
9;15;1.0;13.07;1;2671
9;15;1.0;13.07;1;2672
9;15;1.0;13.07;1;2673
9;15;1.0;13.07;1;2674
9;15;1.0;13.07;1;2675
9;15;1.0;13.07;1;2676
9;15;1.0;13.07;1;2677
9;15;1.0;13.07;1;2678
9;15;1.0;13.07;1;2679
9;15;1.0;13.07;1;2680
9;15;1.0;13.07;1;2681
9;15;1.0;13.07;1;2682
9;15;1.0;13.07;1;2683
9;15;1.0;13.07;1;2684
9;15;1.0;13.07;1;2685
9;15;1.0;13.07;1;2686
9;15;1.0;13.07;1;2687
9;15;1.0;13.07;1;2688
9;15;1.0;13.07;1;2689
9;15;1.0;13.07;1;2690
9;15;1.0;13.07;1;2691
9;15;1.0;13.07;1;2692
9;15;1.0;13.07;1;2693
9;15;1.0;13.07;1;2694
9;15;1.0;13.07;1;2695
9;15;1.0;13.07;1;2696
9;15;1.0;13.07;1;2697
9;15;1.0;13.07;1;2698
9;15;1.0;13.07;1;2699
9;15;1.0;13.07;1;2700
9;15;1.0;13.07;1;2701
9;15;1.0;13.07;1;2702
9;15;1.0;13.07;1;2703
9;15;1.0;13.07;1;2704
9;15;1.0;13.07;1;2705
9;15;1.0;13.07;1;2706
9;15;1.0;13.07;1;2707
9;15;1.0;13.07;1;2708
9;15;1.0;13.07;1;2709
9;15;1.0;13.07;1;2710
9;15;1.0;13.07;1;2711
9;15;1.0;13.07;1;2712
9;15;1.0;13.07;1;2713
9;15;1.0;13.07;1;2714
9;15;1.0;13.07;1;2715
9;15;1.0;13.07;1;2716
9;15;1.0;13.07;1;2717
9;15;1.0;13.07;1;2718
9;15;1.0;13.07;1;2719
9;15;1.0;13.07;1;2720
9;15;1.0;13.07;1;2721
9;15;1.0;13.07;1;2722
9;15;1.0;13.07;1;2723
9;15;1.0;13.07;1;2724
9;15;1.0;13.07;1;2725
9;15;1.0;13.07;1;2726
9;15;1.0;13.07;1;2727
9;15;1.0;13.07;1;2728
9;15;1.0;13.07;1;2729
9;15;1.0;13.07;1;2730
9;15;1.0;13.07;1;2731
9;15;1.0;13.07;1;2732
9;15;1.0;13.07;1;2733
9;15;1.0;13.07;1;2734
9;15;1.0;13.07;1;2735
9;15;1.0;13.07;1;2736
9;15;1.0;13.07;1;2737
9;15;1.0;13.07;1;2738
9;15;1.0;13.07;1;2739
9;15;1.0;13.07;1;2740
9;15;1.0;13.07;1;2741
9;15;1.0;13.07;1;2742
9;15;1.0;13.07;1;2743
9;15;1.0;13.07;1;2744
9;15;1.0;13.07;1;2745
9;15;1.0;13.07;1;2746
9;15;1.0;13.07;1;2747
9;15;1.0;13.07;1;2748
9;15;1.0;13.07;1;2749
9;15;1.0;13.07;1;2750
9;15;1.0;13.07;1;2751
9;15;1.0;13.07;1;2752
9;15;1.0;13.07;1;2753
9;15;1.0;13.07;1;2754
9;15;1.0;13.07;1;2755
9;15;1.0;13.07;1;2756
9;15;1.0;13.07;1;2757
9;15;1.0;13.07;1;2758
9;15;1.0;13.07;1;2759
9;15;1.0;13.07;1;2760
9;15;1.0;13.07;1;2761
9;15;1.0;13.07;1;2762
9;15;1.0;13.07;1;2763
9;15;1.0;13.07;1;2764
9;15;1.0;13.07;1;2765
9;15;1.0;13.07;1;2766
9;15;1.0;13.07;1;2767
9;15;1.0;13.07;1;2768
9;15;1.0;13.07;1;2769
9;15;1.0;13.07;1;2770
9;15;1.0;13.07;1;2771
9;15;1.0;13.07;1;2772
9;15;1.0;13.07;1;2773
9;15;1.0;13.07;1;2774
9;15;1.0;13.07;1;2775
9;15;1.0;13.07;1;2776
9;15;1.0;13.07;1;2777
9;15;1.0;13.07;1;2778
9;15;1.0;13.07;1;2779
9;15;1.0;13.07;1;2780
9;15;1.0;13.07;1;2781
9;15;1.0;13.07;1;2782
9;15;1.0;13.07;1;2783
9;15;1.0;13.07;1;2784
9;15;1.0;13.07;1;2785
9;15;1.0;13.07;1;2786
9;15;1.0;13.07;1;2787
9;15;1.0;13.07;1;2788
9;15;1.0;13.07;1;2789
9;15;1.0;13.07;1;2790
9;15;1.0;13.07;1;2791
9;15;1.0;13.07;1;2792
9;15;1.0;13.07;1;2793
9;15;1.0;13.07;1;2794
9;15;1.0;13.07;1;2795
9;15;1.0;13.07;1;2796
9;15;1.0;13.07;1;2797
9;15;1.0;13.07;1;2798
9;15;1.0;13.07;1;2799
9;15;1.0;13.07;1;2800
9;15;1.0;13.07;1;2801
9;15;1.0;13.07;1;2802
9;15;1.0;13.07;1;2803
9;15;1.0;13.07;1;2804
9;15;1.0;13.07;1;2805
9;15;1.0;13.07;1;2806
9;15;1.0;13.07;1;2807
9;15;1.0;13.07;1;2808
9;15;1.0;13.07;1;2809
9;15;1.0;13.07;1;2810
9;15;1.0;13.07;1;2811
9;15;1.0;13.07;1;2812
9;15;1.0;13.07;1;2813
9;15;1.0;13.07;1;2814
9;15;1.0;13.07;1;2815
9;15;1.0;13.07;1;2816
9;15;1.0;13.07;1;2817
9;15;1.0;13.07;1;2818
9;15;1.0;13.07;1;2819
9;15;1.0;13.07;1;2820
9;15;1.0;13.07;1;2821
9;15;1.0;13.07;1;2822
9;15;1.0;13.07;1;2823
9;15;1.0;13.07;1;2824
9;15;1.0;13.07;1;2825
9;15;1.0;13.07;1;2826
9;15;1.0;13.07;1;2827
9;15;1.0;13.07;1;2828
9;15;1.0;13.07;1;2829
9;15;1.0;13.07;1;2830
9;15;1.0;13.07;1;2831
9;15;1.0;13.07;1;2832
9;15;1.0;13.07;1;2833
9;15;1.0;13.07;1;2834
9;15;1.0;13.07;1;2835
9;15;1.0;13.07;1;2836
9;15;1.0;13.07;1;2837
9;15;1.0;13.07;1;2838
9;15;1.0;13.07;1;2839
9;15;1.0;13.07;1;2840
9;15;1.0;13.07;1;2841
9;15;1.0;13.07;1;2842
9;15;1.0;13.07;1;2843
9;15;1.0;13.07;1;2844
9;15;1.0;13.07;1;2845
9;15;1.0;13.07;1;2846
9;15;1.0;13.07;1;2847
9;15;1.0;13.07;1;2848
9;15;1.0;13.07;1;2849
9;15;1.0;13.07;1;2850
9;15;1.0;13.07;1;2851
9;15;1.0;13.07;1;2852
9;15;1.0;13.07;1;2853
9;15;1.0;13.07;1;2854
9;15;1.0;13.07;1;2855
9;15;1.0;13.07;1;2856
9;15;1.0;13.07;1;2857
9;15;1.0;13.07;1;2858
9;15;1.0;13.07;1;2859
9;15;1.0;13.07;1;2860
9;15;1.0;13.07;1;2861
9;15;1.0;13.07;1;2862
9;15;1.0;13.07;1;2863
9;15;1.0;13.07;1;2864
9;15;1.0;13.07;1;2865
9;15;1.0;13.07;1;2866
9;15;1.0;13.07;1;2867
9;15;1.0;13.07;1;2868
9;15;1.0;13.07;1;2869
9;15;1.0;13.07;1;2870
9;15;1.0;13.07;1;2871
9;15;1.0;13.07;1;2872
9;15;1.0;13.07;1;2873
9;15;1.0;13.07;1;2874
9;15;1.0;13.07;1;2875
9;15;1.0;13.07;1;2876
9;15;1.0;13.07;1;2877
9;15;1.0;13.07;1;2878
9;15;1.0;13.07;1;2879
9;15;1.0;13.07;1;2880
9;15;1.0;13.07;1;2881
9;15;1.0;13.07;1;2882
9;15;1.0;13.07;1;2883
9;15;1.0;13.07;1;2884
9;15;1.0;13.07;1;2885
9;15;1.0;13.07;1;2886
9;15;1.0;13.07;1;2887
9;15;1.0;13.07;1;2888
9;15;1.0;13.07;1;2889
9;15;1.0;13.07;1;2890
9;15;1.0;13.07;1;2891
9;15;1.0;13.07;1;2892
9;15;1.0;13.07;1;2893
9;15;1.0;13.07;1;2894
9;15;1.0;13.07;1;2895
9;15;1.0;13.07;1;2896
9;15;1.0;13.07;1;2897
9;15;1.0;13.07;1;2898
9;15;1.0;13.07;1;2899
9;15;1.0;13.07;1;2900
9;15;1.0;13.07;1;2901
9;15;1.0;13.07;1;2902
9;15;1.0;13.07;1;2903
9;15;1.0;13.07;1;2904
9;15;1.0;13.07;1;2905
9;15;1.0;13.07;1;2906
9;15;1.0;13.07;1;2907
9;15;1.0;13.07;1;2908
9;15;1.0;13.07;1;2909
9;15;1.0;13.07;1;2910
9;15;1.0;13.07;1;2911
9;15;1.0;13.07;1;2912
9;15;1.0;13.07;1;2913
9;15;1.0;13.07;1;2914
9;15;1.0;13.07;1;2915
9;15;1.0;13.07;1;2916
9;15;1.0;13.07;1;2917
9;15;1.0;13.07;1;2918
9;15;1.0;13.07;1;2919
9;15;1.0;13.07;1;2920
9;15;1.0;13.07;1;2921
9;15;1.0;13.07;1;2922
9;15;1.0;13.07;1;2923
9;15;1.0;13.07;1;2924
9;15;1.0;13.07;1;2925
9;15;1.0;13.07;1;2926
9;15;1.0;13.07;1;2927
9;15;1.0;13.07;1;2928
9;15;1.0;13.07;1;2929
9;15;1.0;13.07;1;2930
9;15;1.0;13.07;1;2931
9;15;1.0;13.07;1;2932
9;15;1.0;13.07;1;2933
9;15;1.0;13.07;1;2934
9;15;1.0;13.07;1;2935
9;15;1.0;13.07;1;2936
9;15;1.0;13.07;1;2937
9;15;1.0;13.07;1;2938
9;15;1.0;13.07;1;2939
9;15;1.0;13.07;1;2940
9;15;1.0;13.07;1;2941
9;15;1.0;13.07;1;2942
9;15;1.0;13.07;1;2943
9;15;1.0;13.07;1;2944
9;15;1.0;13.07;1;2945
9;15;1.0;13.07;1;2946
9;15;1.0;13.07;1;2947
9;15;1.0;13.07;1;2948
9;15;1.0;13.07;1;2949
9;15;1.0;13.07;1;2950
9;15;1.0;13.07;1;2951
9;15;1.0;13.07;1;2952
9;15;1.0;13.07;1;2953
9;15;1.0;13.07;1;2954
9;15;1.0;13.07;1;2955
9;15;1.0;13.07;1;2956
9;15;1.0;13.07;1;2957
9;15;1.0;13.07;1;2958
9;15;1.0;13.07;1;2959
9;15;1.0;13.07;1;2960
9;15;1.0;13.07;1;2961
9;15;1.0;13.07;1;2962
9;15;1.0;13.07;1;2963
9;15;1.0;13.07;1;2964
9;15;1.0;13.07;1;2965
9;15;1.0;13.07;1;2966
9;15;1.0;13.07;1;2967
9;15;1.0;13.07;1;2968
9;15;1.0;13.07;1;2969
9;15;1.0;13.07;1;2970
9;15;1.0;13.07;1;2971
9;15;1.0;13.07;1;2972
9;15;1.0;13.07;1;2973
9;15;1.0;13.07;1;2974
9;15;1.0;13.07;1;2975
9;15;1.0;13.07;1;2976
9;15;1.0;13.07;1;2977
9;15;1.0;13.07;1;2978
9;15;1.0;13.07;1;2979
9;15;1.0;13.07;1;2980
9;15;1.0;13.07;1;2981
9;15;1.0;13.07;1;2982
9;15;1.0;13.07;1;2983
9;15;1.0;13.07;1;2984
9;15;1.0;13.07;1;2985
9;15;1.0;13.07;1;2986
9;15;1.0;13.07;1;2987
9;15;1.0;13.07;1;2988
9;15;1.0;13.07;1;2989
9;15;1.0;13.07;1;2990
9;15;1.0;13.07;1;2991
9;15;1.0;13.07;1;2992
9;15;1.0;13.07;1;2993
9;15;1.0;13.07;1;2994
9;15;1.0;13.07;1;2995
9;15;1.0;13.07;1;2996
9;15;1.0;13.07;1;2997
9;15;1.0;13.07;1;2998
9;15;1.0;13.07;1;2999
9;15;1.0;13.07;1;3000
9;15;1.0;13.07;1;3001
9;15;1.0;13.07;1;3002
9;15;1.0;13.07;1;3003
9;15;1.0;13.07;1;3004
9;15;1.0;13.07;1;3005
9;15;1.0;13.07;1;3006
9;15;1.0;13.07;1;3007
9;15;1.0;13.07;1;3008
9;15;1.0;13.07;1;3009
9;15;1.0;13.07;1;3010
9;15;1.0;13.07;1;3011
9;15;1.0;13.07;1;3012
9;15;1.0;13.07;1;3013
9;15;1.0;13.07;1;3014
9;15;1.0;13.07;1;3015
9;15;1.0;13.07;1;3016
9;15;1.0;13.07;1;3017
9;15;1.0;13.07;1;3018
9;15;1.0;13.07;1;3019
9;15;1.0;13.07;1;3020
9;15;1.0;13.07;1;3021
9;15;1.0;13.07;1;3022
9;15;1.0;13.07;1;3023
9;15;1.0;13.07;1;3024
9;15;1.0;13.07;1;3025
9;15;1.0;13.07;1;3026
9;15;1.0;13.07;1;3027
9;15;1.0;13.07;1;3028
9;15;1.0;13.07;1;3029
9;15;1.0;13.07;1;3030
9;15;1.0;13.07;1;3031
9;15;1.0;13.07;1;3032
9;15;1.0;13.07;1;3033
9;15;1.0;13.07;1;3034
9;15;1.0;13.07;1;3035
9;15;1.0;13.07;1;3036
9;15;1.0;13.07;1;3037
9;15;1.0;13.07;1;3038
9;15;1.0;13.07;1;3039
9;15;1.0;13.07;1;3040
9;15;1.0;13.07;1;3041
9;15;1.0;13.07;1;3042
9;15;1.0;13.07;1;3043
9;15;1.0;13.07;1;3044
9;15;1.0;13.07;1;3045
9;15;1.0;13.07;1;3046
9;15;1.0;13.07;1;3047
9;15;1.0;13.07;1;3048
9;15;1.0;13.07;1;3049
9;15;1.0;13.07;1;3050
9;15;1.0;13.07;1;3051
9;15;1.0;13.07;1;3052
9;15;1.0;13.07;1;3053
9;15;1.0;13.07;1;3054
9;15;1.0;13.07;1;3055
9;15;1.0;13.07;1;3056
9;15;1.0;13.07;1;3057
9;15;1.0;13.07;1;3058
9;15;1.0;13.07;1;3059
9;15;1.0;13.07;1;3060
9;15;1.0;13.07;1;3061
9;15;1.0;13.07;1;3062
9;15;1.0;13.07;1;3063
9;15;1.0;13.07;1;3064
9;15;1.0;13.07;1;3065
9;15;1.0;13.07;1;3066
9;15;1.0;13.07;1;3067
9;15;1.0;13.07;1;3068
9;15;1.0;13.07;1;3069
9;15;1.0;13.07;1;3070
9;15;1.0;13.07;1;3071
9;15;1.0;13.07;1;3072
9;15;1.0;13.07;1;3073
9;15;1.0;13.07;1;3074
9;15;1.0;13.07;1;3075
9;15;1.0;13.07;1;3076
9;15;1.0;13.07;1;3077
9;15;1.0;13.07;1;3078
9;15;1.0;13.07;1;3079
9;15;1.0;13.07;1;3080
9;15;1.0;13.07;1;3081
9;15;1.0;13.07;1;3082
9;15;1.0;13.07;1;3083
9;15;1.0;13.07;1;3084
9;15;1.0;13.07;1;3085
9;15;1.0;13.07;1;3086
9;15;1.0;13.07;1;3087
9;15;1.0;13.07;1;3088
9;15;1.0;13.07;1;3089
9;15;1.0;13.07;1;3090
9;15;1.0;13.07;1;3091
9;15;1.0;13.07;1;3092
9;15;1.0;13.07;1;3093
9;15;1.0;13.07;1;3094
9;15;1.0;13.07;1;3095
9;15;1.0;13.07;1;3096
9;15;1.0;13.07;1;3097
9;15;1.0;13.07;1;3098
9;15;1.0;13.07;1;3099
9;15;1.0;13.07;1;3100
9;15;1.0;13.07;1;3101
9;15;1.0;13.07;1;3102
9;15;1.0;13.07;1;3103
9;15;1.0;13.07;1;3104
9;15;1.0;13.07;1;3105
9;15;1.0;13.07;1;3106
9;15;1.0;13.07;1;3107
9;15;1.0;13.07;1;3108
9;15;1.0;13.07;1;3109
9;15;1.0;13.07;1;3110
9;15;1.0;13.07;1;3111
9;15;1.0;13.07;1;3112
9;15;1.0;13.07;1;3113
9;15;1.0;13.07;1;3114
9;15;1.0;13.07;1;3115
9;15;1.0;13.07;1;3116
9;15;1.0;13.07;1;3117
9;15;1.0;13.07;1;3118
9;15;1.0;13.07;1;3119
9;15;1.0;13.07;1;3120
9;15;1.0;13.07;1;3121
9;15;1.0;13.07;1;3122
9;15;1.0;13.07;1;3123
9;15;1.0;13.07;1;3124
9;15;1.0;13.07;1;3125
9;15;1.0;13.07;1;3126
9;15;1.0;13.07;1;3127
9;15;1.0;13.07;1;3128
9;15;1.0;13.07;1;3129
9;15;1.0;13.07;1;3130
9;15;1.0;13.07;1;3131
9;15;1.0;13.07;1;3132
9;15;1.0;13.07;1;3133
9;15;1.0;13.07;1;3134
9;15;1.0;13.07;1;3135
9;15;1.0;13.07;1;3136
9;15;1.0;13.07;1;3137
9;15;1.0;13.07;1;3138
9;15;1.0;13.07;1;3139
9;15;1.0;13.07;1;3140
9;15;1.0;13.07;1;3141
9;15;1.0;13.07;1;3142
9;15;1.0;13.07;1;3143
9;15;1.0;13.07;1;3144
9;15;1.0;13.07;1;3145
9;15;1.0;13.07;1;3146
9;15;1.0;13.07;1;3147
9;15;1.0;13.07;1;3148
9;15;1.0;13.07;1;3149
9;15;1.0;13.07;1;3150
9;15;1.0;13.07;1;3151
9;15;1.0;13.07;1;3152
9;15;1.0;13.07;1;3153
9;15;1.0;13.07;1;3154
9;15;1.0;13.07;1;3155
9;15;1.0;13.07;1;3156
9;15;1.0;13.07;1;3157
9;15;1.0;13.07;1;3158
9;15;1.0;13.07;1;3159
9;15;1.0;13.07;1;3160
9;15;1.0;13.07;1;3161
9;15;1.0;13.07;1;3162
9;15;1.0;13.07;1;3163
9;15;1.0;13.07;1;3164
9;15;1.0;13.07;1;3165
9;15;1.0;13.07;1;3166
9;15;1.0;13.07;1;3167
9;15;1.0;13.07;1;3168
9;15;1.0;13.07;1;3169
9;15;1.0;13.07;1;3170
9;15;1.0;13.07;1;3171
9;15;1.0;13.07;1;3172
9;15;1.0;13.07;1;3173
9;15;1.0;13.07;1;3174
9;15;1.0;13.07;1;3175
9;15;1.0;13.07;1;3176
9;15;1.0;13.07;1;3177
9;15;1.0;13.07;1;3178
9;15;1.0;13.07;1;3179
9;15;1.0;13.07;1;3180
9;15;1.0;13.07;1;3181
9;15;1.0;13.07;1;3182
9;15;1.0;13.07;1;3183
9;15;1.0;13.07;1;3184
9;15;1.0;13.07;1;3185
9;15;1.0;13.07;1;3186
9;15;1.0;13.07;1;3187
9;15;1.0;13.07;1;3188
9;15;1.0;13.07;1;3189
9;15;1.0;13.07;1;3190
9;15;1.0;13.07;1;3191
9;15;1.0;13.07;1;3192
9;15;1.0;13.07;1;3193
9;15;1.0;13.07;1;3194
9;15;1.0;13.07;1;3195
9;15;1.0;13.07;1;3196
9;15;1.0;13.07;1;3197
9;15;1.0;13.07;1;3198
9;15;1.0;13.07;1;3199
9;15;1.0;13.07;1;3200
9;15;1.0;13.07;1;3201
9;15;1.0;13.07;1;3202
9;15;1.0;13.07;1;3203
9;15;1.0;13.07;1;3204
9;15;1.0;13.07;1;3205
9;15;1.0;13.07;1;3206
9;15;1.0;13.07;1;3207
9;15;1.0;13.07;1;3208
9;15;1.0;13.07;1;3209
9;15;1.0;13.07;1;3210
9;15;1.0;13.07;1;3211
9;15;1.0;13.07;1;3212
9;15;1.0;13.07;1;3213
9;15;1.0;13.07;1;3214
9;15;1.0;13.07;1;3215
9;15;1.0;13.07;1;3216
9;15;1.0;13.07;1;3217
9;15;1.0;13.07;1;3218
9;15;1.0;13.07;1;3219
9;15;1.0;13.07;1;3220
9;15;1.0;13.07;1;3221
9;15;1.0;13.07;1;3222
9;15;1.0;13.07;1;3223
9;15;1.0;13.07;1;3224
9;15;1.0;13.07;1;3225
9;15;1.0;13.07;1;3226
9;15;1.0;13.07;1;3227
9;15;1.0;13.07;1;3228
9;15;1.0;13.07;1;3229
9;15;1.0;13.07;1;3230
9;15;1.0;13.07;1;3231
9;15;1.0;13.07;1;3232
9;15;1.0;13.07;1;3233
9;15;1.0;13.07;1;3234
9;15;1.0;13.07;1;3235
9;15;1.0;13.07;1;3236
9;15;1.0;13.07;1;3237
9;15;1.0;13.07;1;3238
9;15;1.0;13.07;1;3239
9;15;1.0;13.07;1;3240
9;15;1.0;13.07;1;3241
9;15;1.0;13.07;1;3242
9;15;1.0;13.07;1;3243
9;15;1.0;13.07;1;3244
9;15;1.0;13.07;1;3245
9;15;1.0;13.07;1;3246
9;15;1.0;13.07;1;3247
9;15;1.0;13.07;1;3248
9;15;1.0;13.07;1;3249
9;15;1.0;13.07;1;3250
9;15;1.0;13.07;1;3251
9;15;1.0;13.07;1;3252
9;15;1.0;13.07;1;3253
9;15;1.0;13.07;1;3254
9;15;1.0;13.07;1;3255
9;15;1.0;13.07;1;3256
9;15;1.0;13.07;1;3257
9;15;1.0;13.07;1;3258
9;15;1.0;13.07;1;3259
9;15;1.0;13.07;1;3260
9;15;1.0;13.07;1;3261
9;15;1.0;13.07;1;3262
9;15;1.0;13.07;1;3263
9;15;1.0;13.07;1;3264
9;15;1.0;13.07;1;3265
9;15;1.0;13.07;1;3266
9;15;1.0;13.07;1;3267
9;15;1.0;13.07;1;3268
9;15;1.0;13.07;1;3269
9;15;1.0;13.07;1;3270
9;15;1.0;13.07;1;3271
9;15;1.0;13.07;1;3272
9;15;1.0;13.07;1;3273
9;15;1.0;13.07;1;3274
9;15;1.0;13.07;1;3275
9;15;1.0;13.07;1;3276
9;15;1.0;13.07;1;3277
9;15;1.0;13.07;1;3278
9;15;1.0;13.07;1;3279
9;15;1.0;13.07;1;3280
9;15;1.0;13.07;1;3281
9;15;1.0;13.07;1;3282
9;15;1.0;13.07;1;3283
9;15;1.0;13.07;1;3284
9;15;1.0;13.07;1;3285
9;15;1.0;13.07;1;3286
9;15;1.0;13.07;1;3287
9;15;1.0;13.07;1;3288
9;15;1.0;13.07;1;3289
9;15;1.0;13.07;1;3290
9;15;1.0;13.07;1;3291
9;15;1.0;13.07;1;3292
9;15;1.0;13.07;1;3293
9;15;1.0;13.07;1;3294
9;15;1.0;13.07;1;3295
9;15;1.0;13.07;1;3296
9;15;1.0;13.07;1;3297
9;15;1.0;13.07;1;3298
9;15;1.0;13.07;1;3299
9;15;1.0;13.07;1;3300
9;15;1.0;13.07;1;3301
9;15;1.0;13.07;1;3302
9;15;1.0;13.07;1;3303
9;15;1.0;13.07;1;3304
9;15;1.0;13.07;1;3305
9;15;1.0;13.07;1;3306
9;15;1.0;13.07;1;3307
9;15;1.0;13.07;1;3308
9;15;1.0;13.07;1;3309
9;15;1.0;13.07;1;3310
9;15;1.0;13.07;1;3311
9;15;1.0;13.07;1;3312
9;15;1.0;13.07;1;3313
9;15;1.0;13.07;1;3314
9;15;1.0;13.07;1;3315
9;15;1.0;13.07;1;3316
9;15;1.0;13.07;1;3317
9;15;1.0;13.07;1;3318
9;15;1.0;13.07;1;3319
9;15;1.0;13.07;1;3320
9;15;1.0;13.07;1;3321
9;15;1.0;13.07;1;3322
9;15;1.0;13.07;1;3323
9;15;1.0;13.07;1;3324
9;15;1.0;13.07;1;3325
9;15;1.0;13.07;1;3326
9;15;1.0;13.07;1;3327
9;15;1.0;13.07;1;3328
9;15;1.0;13.07;1;3329
9;15;1.0;13.07;1;3330
9;15;1.0;13.07;1;3331
9;15;1.0;13.07;1;3332
9;15;1.0;13.07;1;3333
9;15;1.0;13.07;1;3334
9;15;1.0;13.07;1;3335
9;15;1.0;13.07;1;3336
9;15;1.0;13.07;1;3337
9;15;1.0;13.07;1;3338
9;15;1.0;13.07;1;3339
9;15;1.0;13.07;1;3340
