total_messages_human;total_messages_agent;average_message_length_human;average_message_length_agent;world_nr;tick_nr
3;9;1.0;17.22;1;1699
3;9;1.0;17.22;1;1700
3;9;1.0;17.22;1;1701
3;9;1.0;17.22;1;1702
3;9;1.0;17.22;1;1703
3;9;1.0;17.22;1;1704
3;9;1.0;17.22;1;1705
3;9;1.0;17.22;1;1706
3;9;1.0;17.22;1;1707
3;9;1.0;17.22;1;1708
3;9;1.0;17.22;1;1709
3;9;1.0;17.22;1;1710
3;9;1.0;17.22;1;1711
3;9;1.0;17.22;1;1712
3;9;1.0;17.22;1;1713
3;9;1.0;17.22;1;1714
3;9;1.0;17.22;1;1715
3;9;1.0;17.22;1;1716
3;9;1.0;17.22;1;1717
3;9;1.0;17.22;1;1718
3;9;1.0;17.22;1;1719
3;9;1.0;17.22;1;1720
3;9;1.0;17.22;1;1721
3;9;1.0;17.22;1;1722
3;9;1.0;17.22;1;1723
3;9;1.0;17.22;1;1724
3;9;1.0;17.22;1;1725
3;9;1.0;17.22;1;1726
3;9;1.0;17.22;1;1727
3;9;1.0;17.22;1;1728
3;9;1.0;17.22;1;1729
3;9;1.0;17.22;1;1730
3;9;1.0;17.22;1;1731
3;9;1.0;17.22;1;1732
3;9;1.0;17.22;1;1733
3;9;1.0;17.22;1;1734
3;9;1.0;17.22;1;1735
3;9;1.0;17.22;1;1736
3;9;1.0;17.22;1;1737
3;9;1.0;17.22;1;1738
3;9;1.0;17.22;1;1739
3;9;1.0;17.22;1;1740
3;9;1.0;17.22;1;1741
3;9;1.0;17.22;1;1742
3;9;1.0;17.22;1;1743
3;9;1.0;17.22;1;1744
3;9;1.0;17.22;1;1745
3;9;1.0;17.22;1;1746
3;9;1.0;17.22;1;1747
3;9;1.0;17.22;1;1748
3;9;1.0;17.22;1;1749
3;9;1.0;17.22;1;1750
3;9;1.0;17.22;1;1751
3;9;1.0;17.22;1;1752
3;9;1.0;17.22;1;1753
3;9;1.0;17.22;1;1754
3;9;1.0;17.22;1;1755
3;9;1.0;17.22;1;1756
3;9;1.0;17.22;1;1757
3;9;1.0;17.22;1;1758
3;9;1.0;17.22;1;1759
3;9;1.0;17.22;1;1760
3;9;1.0;17.22;1;1761
3;9;1.0;17.22;1;1762
3;9;1.0;17.22;1;1763
3;9;1.0;17.22;1;1764
3;9;1.0;17.22;1;1765
3;9;1.0;17.22;1;1766
3;9;1.0;17.22;1;1767
3;9;1.0;17.22;1;1768
3;9;1.0;17.22;1;1769
3;9;1.0;17.22;1;1770
3;9;1.0;17.22;1;1771
3;9;1.0;17.22;1;1772
3;9;1.0;17.22;1;1773
3;9;1.0;17.22;1;1774
3;9;1.0;17.22;1;1775
3;9;1.0;17.22;1;1776
3;9;1.0;17.22;1;1777
3;9;1.0;17.22;1;1778
3;9;1.0;17.22;1;1779
3;9;1.0;17.22;1;1780
3;9;1.0;17.22;1;1781
3;9;1.0;17.22;1;1782
3;9;1.0;17.22;1;1783
3;9;1.0;17.22;1;1784
3;9;1.0;17.22;1;1785
3;9;1.0;17.22;1;1786
3;9;1.0;17.22;1;1787
3;9;1.0;17.22;1;1788
3;9;1.0;17.22;1;1789
3;9;1.0;17.22;1;1790
3;9;1.0;17.22;1;1791
3;9;1.0;17.22;1;1792
3;9;1.0;17.22;1;1793
3;9;1.0;17.22;1;1794
3;9;1.0;17.22;1;1795
3;9;1.0;17.22;1;1796
3;9;1.0;17.22;1;1797
3;9;1.0;17.22;1;1798
3;9;1.0;17.22;1;1799
3;9;1.0;17.22;1;1800
3;9;1.0;17.22;1;1801
3;9;1.0;17.22;1;1802
3;9;1.0;17.22;1;1803
3;9;1.0;17.22;1;1804
3;9;1.0;17.22;1;1805
3;9;1.0;17.22;1;1806
3;9;1.0;17.22;1;1807
3;9;1.0;17.22;1;1808
3;9;1.0;17.22;1;1809
3;9;1.0;17.22;1;1810
3;9;1.0;17.22;1;1811
3;9;1.0;17.22;1;1812
3;9;1.0;17.22;1;1813
3;9;1.0;17.22;1;1814
3;9;1.0;17.22;1;1815
3;9;1.0;17.22;1;1816
3;9;1.0;17.22;1;1817
3;9;1.0;17.22;1;1818
3;9;1.0;17.22;1;1819
3;9;1.0;17.22;1;1820
3;9;1.0;17.22;1;1821
3;9;1.0;17.22;1;1822
3;9;1.0;17.22;1;1823
3;9;1.0;17.22;1;1824
3;9;1.0;17.22;1;1825
3;9;1.0;17.22;1;1826
3;9;1.0;17.22;1;1827
3;9;1.0;17.22;1;1828
3;9;1.0;17.22;1;1829
3;9;1.0;17.22;1;1830
3;9;1.0;17.22;1;1831
3;9;1.0;17.22;1;1832
3;9;1.0;17.22;1;1833
3;9;1.0;17.22;1;1834
3;9;1.0;17.22;1;1835
3;9;1.0;17.22;1;1836
3;9;1.0;17.22;1;1837
3;9;1.0;17.22;1;1838
3;9;1.0;17.22;1;1839
3;9;1.0;17.22;1;1840
3;9;1.0;17.22;1;1841
3;9;1.0;17.22;1;1842
3;9;1.0;17.22;1;1843
3;9;1.0;17.22;1;1844
3;9;1.0;17.22;1;1845
3;9;1.0;17.22;1;1846
3;9;1.0;17.22;1;1847
3;9;1.0;17.22;1;1848
3;9;1.0;17.22;1;1849
3;9;1.0;17.22;1;1850
3;9;1.0;17.22;1;1851
3;9;1.0;17.22;1;1852
3;9;1.0;17.22;1;1853
3;9;1.0;17.22;1;1854
3;9;1.0;17.22;1;1855
3;9;1.0;17.22;1;1856
3;9;1.0;17.22;1;1857
3;9;1.0;17.22;1;1858
3;9;1.0;17.22;1;1859
3;9;1.0;17.22;1;1860
3;9;1.0;17.22;1;1861
3;9;1.0;17.22;1;1862
3;9;1.0;17.22;1;1863
3;9;1.0;17.22;1;1864
3;9;1.0;17.22;1;1865
3;9;1.0;17.22;1;1866
3;9;1.0;17.22;1;1867
3;9;1.0;17.22;1;1868
3;9;1.0;17.22;1;1869
3;9;1.0;17.22;1;1870
3;9;1.0;17.22;1;1871
3;9;1.0;17.22;1;1872
3;9;1.0;17.22;1;1873
3;9;1.0;17.22;1;1874
3;9;1.0;17.22;1;1875
3;9;1.0;17.22;1;1876
3;9;1.0;17.22;1;1877
3;9;1.0;17.22;1;1878
3;9;1.0;17.22;1;1879
3;9;1.0;17.22;1;1880
3;9;1.0;17.22;1;1881
3;9;1.0;17.22;1;1882
3;9;1.0;17.22;1;1883
3;9;1.0;17.22;1;1884
3;9;1.0;17.22;1;1885
3;9;1.0;17.22;1;1886
3;9;1.0;17.22;1;1887
3;9;1.0;17.22;1;1888
3;9;1.0;17.22;1;1889
3;9;1.0;17.22;1;1890
3;9;1.0;17.22;1;1891
3;9;1.0;17.22;1;1892
3;9;1.0;17.22;1;1893
3;9;1.0;17.22;1;1894
3;9;1.0;17.22;1;1895
3;9;1.0;17.22;1;1896
3;9;1.0;17.22;1;1897
3;9;1.0;17.22;1;1898
3;9;1.0;17.22;1;1899
3;9;1.0;17.22;1;1900
3;9;1.0;17.22;1;1901
3;9;1.0;17.22;1;1902
3;9;1.0;17.22;1;1903
3;9;1.0;17.22;1;1904
3;9;1.0;17.22;1;1905
3;9;1.0;17.22;1;1906
3;9;1.0;17.22;1;1907
3;9;1.0;17.22;1;1908
3;9;1.0;17.22;1;1909
3;9;1.0;17.22;1;1910
3;9;1.0;17.22;1;1911
3;9;1.0;17.22;1;1912
3;9;1.0;17.22;1;1913
3;9;1.0;17.22;1;1914
3;9;1.0;17.22;1;1915
3;9;1.0;17.22;1;1916
3;9;1.0;17.22;1;1917
3;9;1.0;17.22;1;1918
3;9;1.0;17.22;1;1919
3;9;1.0;17.22;1;1920
3;9;1.0;17.22;1;1921
3;9;1.0;17.22;1;1922
3;9;1.0;17.22;1;1923
3;9;1.0;17.22;1;1924
3;9;1.0;17.22;1;1925
3;9;1.0;17.22;1;1926
3;9;1.0;17.22;1;1927
3;9;1.0;17.22;1;1928
3;9;1.0;17.22;1;1929
3;9;1.0;17.22;1;1930
3;9;1.0;17.22;1;1931
3;9;1.0;17.22;1;1932
3;9;1.0;17.22;1;1933
3;9;1.0;17.22;1;1934
3;9;1.0;17.22;1;1935
3;9;1.0;17.22;1;1936
3;9;1.0;17.22;1;1937
3;9;1.0;17.22;1;1938
3;9;1.0;17.22;1;1939
3;9;1.0;17.22;1;1940
3;9;1.0;17.22;1;1941
3;9;1.0;17.22;1;1942
3;9;1.0;17.22;1;1943
3;9;1.0;17.22;1;1944
3;9;1.0;17.22;1;1945
3;9;1.0;17.22;1;1946
3;9;1.0;17.22;1;1947
3;9;1.0;17.22;1;1948
3;9;1.0;17.22;1;1949
3;9;1.0;17.22;1;1950
3;9;1.0;17.22;1;1951
3;9;1.0;17.22;1;1952
3;9;1.0;17.22;1;1953
3;9;1.0;17.22;1;1954
3;9;1.0;17.22;1;1955
3;9;1.0;17.22;1;1956
3;9;1.0;17.22;1;1957
3;9;1.0;17.22;1;1958
3;9;1.0;17.22;1;1959
3;9;1.0;17.22;1;1960
3;9;1.0;17.22;1;1961
3;9;1.0;17.22;1;1962
3;9;1.0;17.22;1;1963
3;9;1.0;17.22;1;1964
3;9;1.0;17.22;1;1965
3;9;1.0;17.22;1;1966
3;9;1.0;17.22;1;1967
3;9;1.0;17.22;1;1968
3;9;1.0;17.22;1;1969
3;9;1.0;17.22;1;1970
3;9;1.0;17.22;1;1971
3;9;1.0;17.22;1;1972
3;9;1.0;17.22;1;1973
3;9;1.0;17.22;1;1974
3;9;1.0;17.22;1;1975
3;9;1.0;17.22;1;1976
3;9;1.0;17.22;1;1977
3;9;1.0;17.22;1;1978
3;9;1.0;17.22;1;1979
3;9;1.0;17.22;1;1980
3;9;1.0;17.22;1;1981
3;9;1.0;17.22;1;1982
3;9;1.0;17.22;1;1983
3;9;1.0;17.22;1;1984
3;9;1.0;17.22;1;1985
3;9;1.0;17.22;1;1986
3;9;1.0;17.22;1;1987
3;9;1.0;17.22;1;1988
3;9;1.0;17.22;1;1989
3;9;1.0;17.22;1;1990
3;9;1.0;17.22;1;1991
3;9;1.0;17.22;1;1992
3;9;1.0;17.22;1;1993
3;9;1.0;17.22;1;1994
3;9;1.0;17.22;1;1995
3;9;1.0;17.22;1;1996
3;9;1.0;17.22;1;1997
3;9;1.0;17.22;1;1998
3;9;1.0;17.22;1;1999
3;9;1.0;17.22;1;2000
3;9;1.0;17.22;1;2001
3;9;1.0;17.22;1;2002
3;9;1.0;17.22;1;2003
3;9;1.0;17.22;1;2004
3;9;1.0;17.22;1;2005
3;9;1.0;17.22;1;2006
3;9;1.0;17.22;1;2007
3;9;1.0;17.22;1;2008
3;9;1.0;17.22;1;2009
3;9;1.0;17.22;1;2010
3;9;1.0;17.22;1;2011
3;9;1.0;17.22;1;2012
3;9;1.0;17.22;1;2013
3;9;1.0;17.22;1;2014
3;9;1.0;17.22;1;2015
3;9;1.0;17.22;1;2016
3;9;1.0;17.22;1;2017
3;9;1.0;17.22;1;2018
3;9;1.0;17.22;1;2019
3;9;1.0;17.22;1;2020
3;9;1.0;17.22;1;2021
3;9;1.0;17.22;1;2022
3;9;1.0;17.22;1;2023
3;9;1.0;17.22;1;2024
3;9;1.0;17.22;1;2025
3;9;1.0;17.22;1;2026
3;9;1.0;17.22;1;2027
3;9;1.0;17.22;1;2028
3;9;1.0;17.22;1;2029
3;9;1.0;17.22;1;2030
3;9;1.0;17.22;1;2031
3;9;1.0;17.22;1;2032
3;9;1.0;17.22;1;2033
3;9;1.0;17.22;1;2034
3;9;1.0;17.22;1;2035
3;9;1.0;17.22;1;2036
3;9;1.0;17.22;1;2037
3;9;1.0;17.22;1;2038
3;9;1.0;17.22;1;2039
3;9;1.0;17.22;1;2040
3;9;1.0;17.22;1;2041
3;9;1.0;17.22;1;2042
3;9;1.0;17.22;1;2043
3;9;1.0;17.22;1;2044
3;9;1.0;17.22;1;2045
3;9;1.0;17.22;1;2046
3;9;1.0;17.22;1;2047
3;9;1.0;17.22;1;2048
3;9;1.0;17.22;1;2049
3;9;1.0;17.22;1;2050
3;9;1.0;17.22;1;2051
3;9;1.0;17.22;1;2052
3;9;1.0;17.22;1;2053
3;9;1.0;17.22;1;2054
3;9;1.0;17.22;1;2055
3;9;1.0;17.22;1;2056
3;9;1.0;17.22;1;2057
3;9;1.0;17.22;1;2058
3;9;1.0;17.22;1;2059
3;9;1.0;17.22;1;2060
3;9;1.0;17.22;1;2061
3;9;1.0;17.22;1;2062
3;9;1.0;17.22;1;2063
3;9;1.0;17.22;1;2064
3;9;1.0;17.22;1;2065
3;9;1.0;17.22;1;2066
3;9;1.0;17.22;1;2067
3;9;1.0;17.22;1;2068
3;9;1.0;17.22;1;2069
3;9;1.0;17.22;1;2070
3;9;1.0;17.22;1;2071
3;9;1.0;17.22;1;2072
3;9;1.0;17.22;1;2073
3;9;1.0;17.22;1;2074
3;9;1.0;17.22;1;2075
3;9;1.0;17.22;1;2076
3;9;1.0;17.22;1;2077
3;9;1.0;17.22;1;2078
3;9;1.0;17.22;1;2079
3;9;1.0;17.22;1;2080
3;9;1.0;17.22;1;2081
3;9;1.0;17.22;1;2082
3;9;1.0;17.22;1;2083
3;9;1.0;17.22;1;2084
3;9;1.0;17.22;1;2085
3;9;1.0;17.22;1;2086
3;9;1.0;17.22;1;2087
3;9;1.0;17.22;1;2088
3;9;1.0;17.22;1;2089
3;9;1.0;17.22;1;2090
3;9;1.0;17.22;1;2091
3;9;1.0;17.22;1;2092
3;9;1.0;17.22;1;2093
3;9;1.0;17.22;1;2094
3;9;1.0;17.22;1;2095
3;9;1.0;17.22;1;2096
3;9;1.0;17.22;1;2097
3;9;1.0;17.22;1;2098
3;9;1.0;17.22;1;2099
3;9;1.0;17.22;1;2100
3;9;1.0;17.22;1;2101
3;9;1.0;17.22;1;2102
3;9;1.0;17.22;1;2103
3;9;1.0;17.22;1;2104
3;9;1.0;17.22;1;2105
3;9;1.0;17.22;1;2106
3;9;1.0;17.22;1;2107
3;9;1.0;17.22;1;2108
3;9;1.0;17.22;1;2109
3;9;1.0;17.22;1;2110
3;9;1.0;17.22;1;2111
3;9;1.0;17.22;1;2112
3;9;1.0;17.22;1;2113
3;9;1.0;17.22;1;2114
3;9;1.0;17.22;1;2115
3;9;1.0;17.22;1;2116
3;9;1.0;17.22;1;2117
3;9;1.0;17.22;1;2118
3;9;1.0;17.22;1;2119
3;9;1.0;17.22;1;2120
3;9;1.0;17.22;1;2121
3;9;1.0;17.22;1;2122
3;9;1.0;17.22;1;2123
3;9;1.0;17.22;1;2124
3;9;1.0;17.22;1;2125
3;9;1.0;17.22;1;2126
3;9;1.0;17.22;1;2127
3;9;1.0;17.22;1;2128
3;9;1.0;17.22;1;2129
3;9;1.0;17.22;1;2130
3;9;1.0;17.22;1;2131
3;9;1.0;17.22;1;2132
3;9;1.0;17.22;1;2133
3;9;1.0;17.22;1;2134
3;9;1.0;17.22;1;2135
3;9;1.0;17.22;1;2136
3;9;1.0;17.22;1;2137
3;9;1.0;17.22;1;2138
3;9;1.0;17.22;1;2139
3;9;1.0;17.22;1;2140
3;9;1.0;17.22;1;2141
3;9;1.0;17.22;1;2142
3;9;1.0;17.22;1;2143
3;9;1.0;17.22;1;2144
3;9;1.0;17.22;1;2145
3;9;1.0;17.22;1;2146
3;9;1.0;17.22;1;2147
3;9;1.0;17.22;1;2148
3;9;1.0;17.22;1;2149
3;9;1.0;17.22;1;2150
3;9;1.0;17.22;1;2151
3;9;1.0;17.22;1;2152
3;9;1.0;17.22;1;2153
3;9;1.0;17.22;1;2154
3;9;1.0;17.22;1;2155
3;9;1.0;17.22;1;2156
3;9;1.0;17.22;1;2157
3;9;1.0;17.22;1;2158
3;9;1.0;17.22;1;2159
3;9;1.0;17.22;1;2160
3;9;1.0;17.22;1;2161
3;9;1.0;17.22;1;2162
3;9;1.0;17.22;1;2163
3;9;1.0;17.22;1;2164
3;9;1.0;17.22;1;2165
3;9;1.0;17.22;1;2166
3;9;1.0;17.22;1;2167
3;9;1.0;17.22;1;2168
3;9;1.0;17.22;1;2169
3;9;1.0;17.22;1;2170
3;9;1.0;17.22;1;2171
3;9;1.0;17.22;1;2172
3;9;1.0;17.22;1;2173
3;9;1.0;17.22;1;2174
3;9;1.0;17.22;1;2175
3;9;1.0;17.22;1;2176
3;9;1.0;17.22;1;2177
3;9;1.0;17.22;1;2178
3;9;1.0;17.22;1;2179
3;9;1.0;17.22;1;2180
3;9;1.0;17.22;1;2181
3;9;1.0;17.22;1;2182
3;9;1.0;17.22;1;2183
3;9;1.0;17.22;1;2184
3;9;1.0;17.22;1;2185
3;9;1.0;17.22;1;2186
3;9;1.0;17.22;1;2187
3;9;1.0;17.22;1;2188
3;9;1.0;17.22;1;2189
3;9;1.0;17.22;1;2190
3;9;1.0;17.22;1;2191
3;9;1.0;17.22;1;2192
3;9;1.0;17.22;1;2193
3;9;1.0;17.22;1;2194
3;9;1.0;17.22;1;2195
3;9;1.0;17.22;1;2196
3;9;1.0;17.22;1;2197
3;9;1.0;17.22;1;2198
3;9;1.0;17.22;1;2199
3;9;1.0;17.22;1;2200
3;9;1.0;17.22;1;2201
3;9;1.0;17.22;1;2202
3;9;1.0;17.22;1;2203
3;9;1.0;17.22;1;2204
3;9;1.0;17.22;1;2205
3;9;1.0;17.22;1;2206
3;9;1.0;17.22;1;2207
3;9;1.0;17.22;1;2208
3;9;1.0;17.22;1;2209
3;9;1.0;17.22;1;2210
3;9;1.0;17.22;1;2211
3;9;1.0;17.22;1;2212
3;9;1.0;17.22;1;2213
3;9;1.0;17.22;1;2214
3;9;1.0;17.22;1;2215
3;9;1.0;17.22;1;2216
3;9;1.0;17.22;1;2217
3;9;1.0;17.22;1;2218
3;9;1.0;17.22;1;2219
3;9;1.0;17.22;1;2220
3;9;1.0;17.22;1;2221
3;9;1.0;17.22;1;2222
3;9;1.0;17.22;1;2223
3;9;1.0;17.22;1;2224
3;9;1.0;17.22;1;2225
3;9;1.0;17.22;1;2226
3;9;1.0;17.22;1;2227
3;9;1.0;17.22;1;2228
3;9;1.0;17.22;1;2229
3;9;1.0;17.22;1;2230
3;9;1.0;17.22;1;2231
3;9;1.0;17.22;1;2232
3;9;1.0;17.22;1;2233
3;9;1.0;17.22;1;2234
3;9;1.0;17.22;1;2235
3;9;1.0;17.22;1;2236
3;9;1.0;17.22;1;2237
3;9;1.0;17.22;1;2238
3;9;1.0;17.22;1;2239
3;9;1.0;17.22;1;2240
3;9;1.0;17.22;1;2241
3;9;1.0;17.22;1;2242
3;9;1.0;17.22;1;2243
3;9;1.0;17.22;1;2244
3;9;1.0;17.22;1;2245
3;9;1.0;17.22;1;2246
3;9;1.0;17.22;1;2247
3;9;1.0;17.22;1;2248
3;9;1.0;17.22;1;2249
3;9;1.0;17.22;1;2250
3;9;1.0;17.22;1;2251
3;9;1.0;17.22;1;2252
3;9;1.0;17.22;1;2253
3;9;1.0;17.22;1;2254
3;9;1.0;17.22;1;2255
3;9;1.0;17.22;1;2256
3;9;1.0;17.22;1;2257
3;9;1.0;17.22;1;2258
3;9;1.0;17.22;1;2259
3;9;1.0;17.22;1;2260
3;9;1.0;17.22;1;2261
3;9;1.0;17.22;1;2262
3;9;1.0;17.22;1;2263
3;9;1.0;17.22;1;2264
3;9;1.0;17.22;1;2265
3;9;1.0;17.22;1;2266
3;9;1.0;17.22;1;2267
3;9;1.0;17.22;1;2268
3;9;1.0;17.22;1;2269
3;9;1.0;17.22;1;2270
3;9;1.0;17.22;1;2271
3;9;1.0;17.22;1;2272
3;9;1.0;17.22;1;2273
3;9;1.0;17.22;1;2274
3;9;1.0;17.22;1;2275
3;9;1.0;17.22;1;2276
3;9;1.0;17.22;1;2277
3;9;1.0;17.22;1;2278
3;9;1.0;17.22;1;2279
3;9;1.0;17.22;1;2280
3;9;1.0;17.22;1;2281
3;9;1.0;17.22;1;2282
3;9;1.0;17.22;1;2283
3;9;1.0;17.22;1;2284
3;9;1.0;17.22;1;2285
3;9;1.0;17.22;1;2286
3;9;1.0;17.22;1;2287
3;9;1.0;17.22;1;2288
